"","img_name","image_id","image_seed","slider_1","slider_2","slider_3","slider_4","pred_release","slider_value_sum"
"1","seed_124_var_1.png",1,124,-1,-1,-1,-1,0.610231757164001,4
"2","seed_124_var_2.png",2,124,-1,-1,-1,-0.75,0.598149597644806,3.75
"3","seed_124_var_3.png",3,124,-1,-1,-1,-0.5,0.579127848148346,3.5
"4","seed_124_var_4.png",4,124,-1,-1,-1,-0.25,0.568688213825226,3.25
"5","seed_124_var_5.png",5,124,-1,-1,-1,0,0.546481907367706,3
"6","seed_124_var_6.png",6,124,-1,-1,-1,0.25,0.552650332450867,3.25
"7","seed_124_var_7.png",7,124,-1,-1,-1,0.5,0.555636942386627,3.5
"8","seed_124_var_8.png",8,124,-1,-1,-1,0.75,0.56508332490921,3.75
"9","seed_124_var_9.png",9,124,-1,-1,-1,1,0.567565679550171,4
"10","seed_124_var_10.png",10,124,-1,-1,-0.75,-1,0.562878727912903,3.75
"11","seed_124_var_11.png",11,124,-1,-1,-0.75,-0.75,0.561271667480469,3.5
"12","seed_124_var_12.png",12,124,-1,-1,-0.75,-0.5,0.569543600082397,3.25
"13","seed_124_var_13.png",13,124,-1,-1,-0.75,-0.25,0.568196594715118,3
"14","seed_124_var_14.png",14,124,-1,-1,-0.75,0,0.561708033084869,2.75
"15","seed_124_var_15.png",15,124,-1,-1,-0.75,0.25,0.560112237930298,3
"16","seed_124_var_16.png",16,124,-1,-1,-0.75,0.5,0.563273668289185,3.25
"17","seed_124_var_17.png",17,124,-1,-1,-0.75,0.75,0.566545248031616,3.5
"18","seed_124_var_18.png",18,124,-1,-1,-0.75,1,0.58671098947525,3.75
"19","seed_124_var_19.png",19,124,-1,-1,-0.5,-1,0.631013929843903,3.5
"20","seed_124_var_20.png",20,124,-1,-1,-0.5,-0.75,0.6237673163414,3.25
"21","seed_124_var_21.png",21,124,-1,-1,-0.5,-0.5,0.626892507076263,3
"22","seed_124_var_22.png",22,124,-1,-1,-0.5,-0.25,0.620211064815521,2.75
"23","seed_124_var_23.png",23,124,-1,-1,-0.5,0,0.627080142498016,2.5
"24","seed_124_var_24.png",24,124,-1,-1,-0.5,0.25,0.645121932029724,2.75
"25","seed_124_var_25.png",25,124,-1,-1,-0.5,0.5,0.65305757522583,3
"26","seed_124_var_26.png",26,124,-1,-1,-0.5,0.75,0.656215667724609,3.25
"27","seed_124_var_27.png",27,124,-1,-1,-0.5,1,0.649771332740784,3.5
"28","seed_124_var_28.png",28,124,-1,-1,-0.25,-1,0.682773888111115,3.25
"29","seed_124_var_29.png",29,124,-1,-1,-0.25,-0.75,0.677364408969879,3
"30","seed_124_var_30.png",30,124,-1,-1,-0.25,-0.5,0.680629014968872,2.75
"31","seed_124_var_31.png",31,124,-1,-1,-0.25,-0.25,0.687022566795349,2.5
"32","seed_124_var_32.png",32,124,-1,-1,-0.25,0,0.690427780151367,2.25
"33","seed_124_var_33.png",33,124,-1,-1,-0.25,0.25,0.68676495552063,2.5
"34","seed_124_var_34.png",34,124,-1,-1,-0.25,0.5,0.689605236053467,2.75
"35","seed_124_var_35.png",35,124,-1,-1,-0.25,0.75,0.689287185668945,3
"36","seed_124_var_36.png",36,124,-1,-1,-0.25,1,0.687744200229645,3.25
"37","seed_124_var_37.png",37,124,-1,-1,0,-1,0.765037417411804,3
"38","seed_124_var_38.png",38,124,-1,-1,0,-0.75,0.742718994617462,2.75
"39","seed_124_var_39.png",39,124,-1,-1,0,-0.5,0.731756925582886,2.5
"40","seed_124_var_40.png",40,124,-1,-1,0,-0.25,0.727047681808472,2.25
"41","seed_124_var_41.png",41,124,-1,-1,0,0,0.724397420883179,2
"42","seed_124_var_42.png",42,124,-1,-1,0,0.25,0.720681130886078,2.25
"43","seed_124_var_43.png",43,124,-1,-1,0,0.5,0.730311632156372,2.5
"44","seed_124_var_44.png",44,124,-1,-1,0,0.75,0.748673498630524,2.75
"45","seed_124_var_45.png",45,124,-1,-1,0,1,0.765769064426422,3
"46","seed_124_var_46.png",46,124,-1,-1,0.25,-1,0.768165767192841,3.25
"47","seed_124_var_47.png",47,124,-1,-1,0.25,-0.75,0.828470051288605,3
